nome,cpf,idade,data,endereco,estado,pais
Giovanna da Costa,698.140.275-02,20,05/01/2004,"Lagoa Cardoso, 48
São Pedro
44852-821 Vasconcelos do Campo / AM","('MG', 'Minas Gerais')",Brasil
Carolina da Cruz,832.951.407-23,50,06/06/1974,"Vale de Porto, 1
Diamante
45863921 Brito / RO","('ES', 'Espírito Santo')",Brasil
Maya Rodrigues,025.786.431-80,24,29/10/2000,"Chácara Viana, 74
Vila Independencia 3ª Seção
14052950 Cunha / CE","('GO', 'Goiás')",Brasil
Lavínia Cassiano,970.386.154-75,18,27/09/2006,"Estação Pastor, 48
Barão Homem De Melo 1ª Seção
91612209 Cavalcanti / PA","('AM', 'Amazonas')",Brasil
Rafael Casa Grande,165.034.728-62,60,20/06/1964,"Distrito Cavalcanti
Vila São Paulo
95260295 Vargas / SC","('ES', 'Espírito Santo')",Brasil
Maysa Rezende,076.132.549-25,56,13/02/1968,"Esplanada de Albuquerque, 15
Sion
81865526 das Neves das Pedras / SE","('RR', 'Roraima')",Brasil
Valentina Cavalcanti,492.675.380-47,25,24/01/1999,"Ladeira de Correia, 93
Minaslandia
17372-695 Porto / BA","('SP', 'São Paulo')",Brasil
Dr. Gustavo Guerra,402.178.395-41,58,17/02/1966,"Aeroporto de Alves, 13
Vila Nova Cachoeirinha 2ª Seção
47495815 Silva de Lopes / MT","('AP', 'Amapá')",Brasil
Caleb das Neves,796.435.820-00,43,23/06/1981,"Área Henry Siqueira, 85
Gameleira
29074-549 da Cunha / PB","('ES', 'Espírito Santo')",Brasil
Arthur Gabriel Macedo,820.417.936-78,55,29/10/1969,"Distrito de Carvalho, 442
Guarani
07449-649 Siqueira das Pedras / MA","('SP', 'São Paulo')",Brasil
Benício Oliveira,602.841.793-96,27,23/07/1997,"Recanto Cunha, 29
Maria Virgínia
44227413 Sá do Norte / SP","('AM', 'Amazonas')",Brasil
Olívia Rocha,761.450.389-93,35,20/05/1989,"Sítio Mendonça, 708
Vale Do Jatoba
26722491 da Rocha / PR","('PA', 'Pará')",Brasil
Luísa Abreu,276.034.891-13,37,11/07/1987,"Colônia Leonardo Pires
Vila Antena
61550-680 Novaes de Azevedo / SE","('RO', 'Rondônia')",Brasil
Francisco Sá,970.812.365-02,55,22/06/1969,"Sítio Leão, 32
Bom Jesus
06711-421 da Rocha de Teixeira / AM","('MT', 'Mato Grosso')",Brasil
Emanuella Campos,729.063.548-56,43,31/10/1981,"Pátio de Cavalcante, 38
Belmonte
46303982 Rocha / PA","('PE', 'Pernambuco')",Brasil
Rael Rezende,397.014.528-79,39,05/02/1985,"Área Ana Liz Pires
Vila Califórnia
85469570 Cirino Paulista / PE","('AL', 'Alagoas')",Brasil
Bárbara da Mata,570.432.981-05,23,31/01/2001,"Recanto Freitas, 530
Padre Eustáquio
95302504 Montenegro Verde / PR","('PE', 'Pernambuco')",Brasil
Leandro Alves,043.258.179-05,29,24/01/1995,"Favela Dias, 8
Carlos Prates
36270-013 Casa Grande / MS","('AL', 'Alagoas')",Brasil
Anthony Gabriel Aparecida,896.732.041-87,39,20/08/1985,"Rua Augusto Mendes, 76
Vila Copasa
10152-748 Dias do Campo / AL","('SP', 'São Paulo')",Brasil
Sra. Melissa Guerra,628.973.504-74,25,16/08/1999,"Vila Sofia Borges, 982
Biquinhas
89027-037 Moreira / PE","('RS', 'Rio Grande do Sul')",Brasil
Clarice Guerra,409.768.135-48,24,23/02/2000,"Parque de Ribeiro, 75
São Jorge 1ª Seção
13211000 Duarte Paulista / RO","('AL', 'Alagoas')",Brasil
Igor Albuquerque,360.918.472-87,30,25/06/1994,"Trevo Luiz Miguel Silva, 325
Ermelinda
99204-715 Fernandes / MS","('RS', 'Rio Grande do Sul')",Brasil
Srta. Aylla Cunha,094.562.738-65,54,20/11/1969,"Distrito João Pedro da Cunha, 91
Vila Madre Gertrudes 1ª Seção
48727132 Câmara / CE","('SP', 'São Paulo')",Brasil
João Vitor Aparecida,870.361.549-93,52,29/11/1971,"Campo de Macedo, 69
Vila Nova Paraíso
03245222 Mendes / AP","('RJ', 'Rio de Janeiro')",Brasil
Emanuel Santos,135.082.697-95,23,15/10/2001,"Fazenda Alves, 647
Outro
05200713 Moraes / AL","('GO', 'Goiás')",Brasil
Bárbara Carvalho,482.059.167-30,35,22/02/1989,"Condomínio Raul Cunha, 17
Lagoa
56282-129 Cirino do Galho / RJ","('RN', 'Rio Grande do Norte')",Brasil
Bella Costa,421.639.758-19,41,04/04/1983,"Lagoa Rocha, 19
Vila Antena Montanhês
24933930 Sousa de Minas / TO","('SP', 'São Paulo')",Brasil
Sr. Miguel Martins,063.915.872-21,25,31/07/1999,"Residencial de Moraes, 32
Bernadete
23946-072 Rios / AC","('PA', 'Pará')",Brasil
Leandro Pastor,942.738.051-97,50,03/06/1974,"Vila Maria Vitória Fogaça, 35
João Pinheiro
91066-319 Moura / DF","('AP', 'Amapá')",Brasil
Davi Miguel Martins,340.682.719-50,36,12/05/1988,"Fazenda Carlos Eduardo Mendonça, 99
Bairro Das Indústrias Ii
35603-619 Barros Alegre / TO","('MT', 'Mato Grosso')",Brasil
Pedro Miguel Farias,013.649.825-60,41,14/02/1983,"Conjunto Isabel Pacheco, 81
Custodinha
10285-741 da Paz Verde / RJ","('SC', 'Santa Catarina')",Brasil
Danilo Abreu,657.921.304-34,41,19/09/1983,"Sítio Ryan Cirino, 82
Conjunto Jardim Filadélfia
97235-518 Cavalcante do Amparo / SP","('GO', 'Goiás')",Brasil
Joaquim Ramos,630.147.589-57,30,15/01/1994,"Conjunto Brito, 7
Mirtes
05863658 Viana / PA","('PE', 'Pernambuco')",Brasil
Luiz Otávio Vieira,640.123.795-34,33,09/06/1991,"Vereda Cardoso, 2
Nazare
95133247 Andrade de Pacheco / AL","('MA', 'Maranhão')",Brasil
Pedro Miguel da Conceição,809.712.546-30,53,10/02/1971,"Favela Campos, 55
Vila Jardim São José
19999-884 Sá dos Dourados / AL","('SE', 'Sergipe')",Brasil
Catarina Rodrigues,762.153.094-43,39,05/11/1985,"Alameda José Miguel Rocha, 25
Ápia
98453417 Pastor / PB","('AC', 'Acre')",Brasil
Brayan Lima,628.471.095-01,51,29/07/1973,"Lago Nascimento, 517
Paquetá
77262-119 da Cunha / MG","('PA', 'Pará')",Brasil
Davi Miguel Costa,289.651.043-51,37,01/03/1987,"Quadra Henrique Cavalcanti, 75
Vila Jardim Leblon
01525-319 Moura de Minas / DF","('SC', 'Santa Catarina')",Brasil
Dr. Pedro Miguel Ferreira,369.540.278-47,32,22/08/1992,"Aeroporto da Rosa, 6
Conjunto Lagoa
45087-686 Costa Verde / DF","('TO', 'Tocantins')",Brasil
Sr. Bruno Rocha,732.809.154-14,41,17/05/1983,"Conjunto Bento Guerra, 85
Mantiqueira
86525792 Nunes das Flores / TO","('MS', 'Mato Grosso do Sul')",Brasil
Dra. Vitória Ramos,605.793.184-00,18,22/06/2006,"Recanto Luiz Gustavo Siqueira, 346
Mineirão
86681-015 Mendes / PI","('MG', 'Minas Gerais')",Brasil
Sra. Marina Macedo,316.752.904-07,56,07/01/1968,"Sítio Cauê Machado, 4
Unidas
00787-677 Nascimento da Prata / SP","('AL', 'Alagoas')",Brasil
Emilly Montenegro,934.758.210-79,50,09/05/1974,"Praça de Cavalcanti, 60
Alta Tensão 1ª Seção
16173-435 Marques / MA","('PI', 'Piauí')",Brasil
Rafael Moreira,654.028.913-89,55,25/09/1969,"Travessa de Montenegro, 4
Vila Nova Cachoeirinha 2ª Seção
16395329 Pacheco do Oeste / MG","('TO', 'Tocantins')",Brasil
Camila Sampaio,140.832.597-79,49,24/03/1975,"Ladeira Jesus, 39
Horto
97924-536 da Costa / BA","('AP', 'Amapá')",Brasil
Marcos Vinicius Monteiro,078.294.156-76,50,03/12/1973,"Trevo Marques, 348
Paquetá
42770-477 Farias de Goiás / AC","('MA', 'Maranhão')",Brasil
Mathias Siqueira,619.820.453-70,43,05/06/1981,"Avenida Borges, 4
Olaria
67408729 Alves de Barbosa / TO","('SE', 'Sergipe')",Brasil
Sra. Bianca Alves,439.618.207-40,38,03/11/1986,"Esplanada de Pimenta, 93
Eymard
98788493 Pimenta / ES","('PI', 'Piauí')",Brasil
Arthur Miguel Pires,416.023.895-51,40,23/01/1984,"Aeroporto João Pedro Mendonça
Jardim São José
80815116 Aparecida / RN","('MT', 'Mato Grosso')",Brasil
Ana Carolina Fernandes,406.827.391-03,38,02/07/1986,"Setor de Andrade, 10
Vila Puc
26356120 Correia / RN","('RN', 'Rio Grande do Norte')",Brasil
Joana Silveira,150.839.472-50,34,13/09/1990,"Viaduto Castro, 85
Paulo Vi
67380-284 Casa Grande / DF","('AP', 'Amapá')",Brasil
Cecilia Correia,608.129.453-60,56,23/07/1968,"Viaduto Camargo, 3
Dona Clara
73732601 Abreu da Praia / PI","('RO', 'Rondônia')",Brasil
Nathan Jesus,826.371.405-26,53,08/12/1970,"Quadra de Barros, 73
Barroca
02262-421 Machado Paulista / SP","('AL', 'Alagoas')",Brasil
Srta. Ana Lívia Andrade,921.075.643-61,46,07/02/1978,"Viaduto Correia, 87
Vila Aeroporto
13743-371 Fogaça do Oeste / DF","('MA', 'Maranhão')",Brasil
Matteo Silveira,834.907.152-41,43,02/02/1981,"Viela Oliveira, 2
Bairro Das Indústrias Ii
47951-578 da Mata / PI","('AC', 'Acre')",Brasil
Maya Mendonça,419.827.603-03,20,01/03/2004,"Núcleo Pereira, 42
Capitão Eduardo
01785-587 Pereira Paulista / AC","('PA', 'Pará')",Brasil
Ravi Lucca da Cruz,784.210.596-02,31,05/03/1993,"Jardim Ryan Freitas, 34
Vila Real 1ª Seção
24277269 Costa de Aragão / PI","('AM', 'Amazonas')",Brasil
Liz Nascimento,148.795.630-48,60,22/02/1964,"Núcleo Rhavi Fernandes, 60
Vila Independencia 2ª Seção
08709362 Campos de Goiás / AL","('SC', 'Santa Catarina')",Brasil
Lívia Lopes,196.024.753-07,28,03/08/1996,"Condomínio Viana, 9
Bonfim
05543203 Silva / AM","('GO', 'Goiás')",Brasil
Isaac Camargo,182.037.954-04,36,05/01/1988,"Praça Manuella Dias, 535
Vila Madre Gertrudes 4ª Seção
85056-667 Lima Grande / AM","('CE', 'Ceará')",Brasil
Davi Miguel Aparecida,709.234.685-10,56,04/12/1967,"Quadra Cavalcanti
Camponesa 2ª Seção
65637-781 Rocha / MT","('AC', 'Acre')",Brasil
Ryan da Rosa,425.769.183-28,58,07/03/1966,"Rodovia Thomas da Mota, 9
Vila Canto Do Sabiá
50493-942 Dias / AP","('MS', 'Mato Grosso do Sul')",Brasil
Josué Vasconcelos,278.465.391-91,55,18/09/1969,"Estação de Pastor, 6
Ernesto Nascimento
26124133 Costa / RS","('AM', 'Amazonas')",Brasil
Maria Luísa Nogueira,620.379.481-31,35,01/11/1989,"Feira Silveira, 38
Vila Atila De Paiva
87835225 Silva de Campos / AP","('MS', 'Mato Grosso do Sul')",Brasil
Luiz Miguel Pires,130.642.879-31,23,11/02/2001,"Vila da Rosa, 17
Túnel De Ibirité
88598-297 Santos das Pedras / RS","('MT', 'Mato Grosso')",Brasil
Caio Costela,375.169.824-82,25,13/12/1998,"Largo Ramos, 41
Nova Cintra
47987648 Pereira / DF","('MT', 'Mato Grosso')",Brasil
Davi Lucas Fogaça,940.683.152-05,25,15/12/1998,"Largo Bruna Pires
Alta Tensão 2ª Seção
83960927 Ramos / BA","('PI', 'Piauí')",Brasil
Nina Pereira,279.546.038-65,36,05/07/1988,"Lago de Araújo, 28
Estrela
81095004 Moura da Serra / ES","('DF', 'Distrito Federal')",Brasil
Yago Cunha,791.063.582-68,38,04/06/1986,"Praia Monteiro
Santa Tereza
29967130 Teixeira / CE","('RJ', 'Rio de Janeiro')",Brasil
Sra. Maria Eduarda Oliveira,481.572.360-53,56,13/03/1968,"Alameda de Leão, 38
Santo André
19190402 Barros da Praia / PB","('PI', 'Piauí')",Brasil
José Oliveira,586.731.024-80,19,03/01/2005,"Alameda Davi Lucca Pastor
Virgínia
23432138 Fonseca Alegre / AL","('GO', 'Goiás')",Brasil
Joaquim Fernandes,246.187.390-96,25,13/09/1999,"Núcleo Sampaio, 55
Vila Ipiranga
32381835 Santos Alegre / RN","('AC', 'Acre')",Brasil
Maysa Ferreira,298.716.340-13,32,28/11/1991,"Distrito Fernanda Duarte, 9
Cônego Pinheiro 2ª Seção
72449609 Rocha das Pedras / SC","('MS', 'Mato Grosso do Sul')",Brasil
João Pedro da Cruz,657.982.341-00,43,31/07/1981,"Estrada de Lima, 66
Granja De Freitas
49005-472 Caldeira / MG","('MG', 'Minas Gerais')",Brasil
Rodrigo Vargas,160.249.587-49,19,08/01/2005,"Vale de Pires, 43
Solimoes
28463-504 Vasconcelos / ES","('PE', 'Pernambuco')",Brasil
Ester da Conceição,372.598.601-03,52,16/02/1972,"Área de da Rocha, 98
Céu Azul
53181-576 Borges / RR","('RS', 'Rio Grande do Sul')",Brasil
Bianca Cirino,369.708.125-02,51,07/09/1973,"Viela de Sousa, 20
Vila Barragem Santa Lúcia
78872-628 Porto de Azevedo / BA","('PI', 'Piauí')",Brasil
Dr. Davi Machado,218.765.934-82,30,17/01/1994,"Trecho de da Rocha, 3
Minaslandia
14071-708 Cavalcanti / DF","('AM', 'Amazonas')",Brasil
Dra. Maria Isis Moura,173.609.458-01,35,24/07/1989,"Chácara Barros, 675
Vila São Geraldo
81861539 Pires de Sá / RJ","('RS', 'Rio Grande do Sul')",Brasil
Henry Gabriel Leão,624.195.380-05,47,26/10/1977,"Lagoa de Cunha, 701
Vila Dos Anjos
80338539 Rezende Alegre / RO","('PI', 'Piauí')",Brasil
Sarah Brito,532.489.107-04,32,02/06/1992,"Parque Nogueira, 574
Marieta 3ª Seção
19910-668 Viana Grande / TO","('SC', 'Santa Catarina')",Brasil
Luara Barbosa,903.678.154-00,57,02/05/1967,"Área de Barros, 268
Santa Amelia
37260030 Freitas / MA","('RJ', 'Rio de Janeiro')",Brasil
Maria Luiza Carvalho,147.358.096-00,49,10/02/1975,"Quadra Aurora Dias, 516
Alto Vera Cruz
81557399 Ribeiro / RS","('RN', 'Rio Grande do Norte')",Brasil
Evelyn da Rocha,165.890.243-24,53,23/07/1971,"Vereda Noah Mendonça, 46
Vila Aeroporto Jaraguá
57868473 Almeida / PB","('MS', 'Mato Grosso do Sul')",Brasil
Brenda Nascimento,832.095.174-79,27,15/04/1997,"Loteamento de Cavalcante
Santa Rita De Cássia
27457-793 Araújo / AC","('AC', 'Acre')",Brasil
Sra. Sophia Mendonça,025.386.917-02,24,17/07/2000,"Rua de Nunes, 93
Aarão Reis
84327488 Siqueira / RS","('AP', 'Amapá')",Brasil
Henry Duarte,749.350.628-00,56,14/08/1968,"Avenida Cassiano, 33
Ventosa
40767-412 Freitas / RS","('PB', 'Paraíba')",Brasil
Bernardo das Neves,523.971.640-43,55,08/10/1969,"Favela Albuquerque
Cônego Pinheiro 2ª Seção
92261261 Vargas de Pinto / AM","('PB', 'Paraíba')",Brasil
Sra. Heloisa Porto,325.469.071-07,20,06/07/2004,"Favela de Rocha
Anchieta
42443-130 Sampaio / MG","('CE', 'Ceará')",Brasil
Alexia Monteiro,512.690.873-12,40,27/04/1984,"Praia José Pedro Pastor, 31
Jardim Alvorada
07856-955 Macedo / ES","('TO', 'Tocantins')",Brasil
Sophie Caldeira,195.346.028-33,36,16/08/1988,"Conjunto Nina Monteiro
Nova Esperança
91493-413 da Cunha Verde / DF","('PA', 'Pará')",Brasil
Aylla Almeida,819.275.306-95,47,03/11/1977,"Trevo Lavínia da Paz, 63
Vila Antena
25239-113 Machado / AP","('SC', 'Santa Catarina')",Brasil
Maya Mendonça,698.257.340-00,34,17/10/1990,"Passarela Heloisa Freitas, 995
Vila Maloca
30533834 Andrade Paulista / PI","('SP', 'São Paulo')",Brasil
Pedro Miguel Nunes,589.673.041-10,56,10/11/1968,"Residencial Aragão, 28
Belmonte
23860811 Garcia / TO","('PB', 'Paraíba')",Brasil
Isabella Vargas,710.856.394-01,48,23/12/1975,"Conjunto de Correia
Jardim Vitoria
83695-371 Nogueira / RJ","('DF', 'Distrito Federal')",Brasil
Luiza Santos,201.786.493-50,20,18/04/2004,"Travessa Nogueira, 416
Boa União 1ª Seção
00072-823 Jesus Verde / AC","('AC', 'Acre')",Brasil
Anthony Gabriel Moreira,416.927.583-73,27,19/01/1997,"Praça de Peixoto, 3
Vila Da Amizade
45888-801 Barros de Pinto / AP","('PR', 'Paraná')",Brasil
Bruno Ribeiro,943.876.120-96,32,05/06/1992,"Aeroporto Caio Barros, 93
Boa União 2ª Seção
40292642 da Cruz / CE","('ES', 'Espírito Santo')",Brasil
Juan Peixoto,416.783.095-75,26,29/05/1998,"Alameda de Vargas, 9
Vila Esplanada
65085-660 Almeida / PA","('PR', 'Paraná')",Brasil
Ana Laura Silveira,975.832.046-74,22,24/03/2002,"Campo de Nogueira
Santa Amelia
04401-668 Viana / PR","('RO', 'Rondônia')",Brasil
Clarice da Luz,790.453.281-60,51,30/06/1973,"Vale Alice Duarte, 691
Antonio Ribeiro De Abreu 1ª Seção
22624-025 Gonçalves Alegre / RS","('AL', 'Alagoas')",Brasil
Thomas das Neves,654.728.913-37,60,28/05/1964,"Lago de Sousa
Jaraguá
67297800 Mendonça das Flores / MS","('ES', 'Espírito Santo')",Brasil
Luiz Miguel Rodrigues,067.428.319-87,47,08/08/1977,"Largo de Gonçalves, 75
Vila São Geraldo
88499-172 Pimenta / MT","('CE', 'Ceará')",Brasil
Henry Viana,571.084.236-26,25,06/12/1998,"Trecho Borges, 403
Vila Paris
85690735 Silveira / SP","('RN', 'Rio Grande do Norte')",Brasil
Amanda Fernandes,961.745.803-93,38,22/04/1986,"Jardim Caldeira, 45
União
01844323 Farias / PB","('BA', 'Bahia')",Brasil
Noah Pacheco,745.261.908-02,34,08/07/1990,"Vale Pires, 65
Vila Coqueiral
41503081 Sampaio do Amparo / SP","('AL', 'Alagoas')",Brasil
Sr. Ravi Nunes,295.301.478-05,38,22/07/1986,"Trecho Castro
Alto Das Antenas
67850-850 Teixeira de Almeida / MG","('PB', 'Paraíba')",Brasil
Manuela Câmara,674.298.051-67,31,15/02/1993,"Sítio Garcia, 859
Antonio Ribeiro De Abreu 1ª Seção
49047-151 Pacheco da Mata / BA","('RS', 'Rio Grande do Sul')",Brasil
Henry Gabriel Fernandes,192.574.038-23,19,08/10/2005,"Viela de Guerra, 9
Serra Verde
46850-896 Marques / RO","('BA', 'Bahia')",Brasil
Anthony Gabriel Leão,592.134.687-09,29,10/01/1995,"Setor de Pires, 2
Tirol
36026716 Moura de Rodrigues / SC","('PI', 'Piauí')",Brasil
Francisco Pastor,238.467.190-13,43,30/08/1981,"Avenida Helena Viana, 842
Santa Monica
33279808 Peixoto das Flores / BA","('RR', 'Roraima')",Brasil
Benício Peixoto,386.401.795-57,46,07/05/1978,"Trecho Pacheco, 88
Taquaril
89874333 Souza / RJ","('SE', 'Sergipe')",Brasil
Maria Cecília Porto,250.437.189-60,51,02/04/1973,"Vila Souza, 33
Parque São José
24238681 Costa da Serra / MT","('DF', 'Distrito Federal')",Brasil
Rael da Rocha,701.965.823-77,54,21/10/1970,"Alameda de Nunes, 90
Conjunto Novo Dom Bosco
28068842 da Cruz das Pedras / RR","('MS', 'Mato Grosso do Sul')",Brasil
Theo Cassiano,375.042.816-62,37,25/09/1987,"Avenida de Silveira, 1
Jardim Alvorada
23711-232 Silva Alegre / PA","('SP', 'São Paulo')",Brasil
Dra. Cecília Costela,306.571.824-35,30,25/10/1994,"Travessa João Vitor Ramos, 8
Copacabana
67584-120 Marques dos Dourados / RO","('PA', 'Pará')",Brasil
Ana Guerra,179.863.425-28,49,30/09/1975,"Vereda de Siqueira
Vila Santo Antônio Barroquinha
96962-401 Gonçalves do Galho / ES","('RN', 'Rio Grande do Norte')",Brasil
Matteo Câmara,710.649.328-78,19,29/08/2005,"Praia Cunha, 45
Céu Azul
51419-409 Oliveira / RJ","('SC', 'Santa Catarina')",Brasil
Maria Vitória da Costa,597.186.402-58,52,31/01/1972,"Viela de Monteiro, 63
Marmiteiros
40038-172 Barros / MT","('SP', 'São Paulo')",Brasil
Ana Julia Jesus,482.069.531-24,32,16/02/1992,"Morro Esther Costa
Vila Formosa
26097480 Gonçalves / PR","('SE', 'Sergipe')",Brasil
Bianca Sampaio,498.173.506-57,38,10/08/1986,"Trecho de Barbosa, 60
Jardim Do Vale
40263617 Fonseca / SC","('CE', 'Ceará')",Brasil
Isabelly Duarte,438.196.250-89,29,10/06/1995,"Sítio Montenegro, 59
Acaba Mundo
37672-724 Marques do Norte / TO","('AP', 'Amapá')",Brasil
Sara Campos,973.025.148-79,56,20/01/1968,"Colônia de Vasconcelos, 76
Goiania
26765-252 Andrade da Prata / GO","('AM', 'Amazonas')",Brasil
Vitor Gabriel Cunha,946.518.730-57,40,01/05/1984,"Chácara Macedo, 95
Vila São Francisco
03392895 Pacheco / PI","('RR', 'Roraima')",Brasil
Maria Aparecida,078.254.936-56,37,12/08/1987,"Conjunto de Costela, 778
Novo Tupi
87829-020 Ferreira / MA","('RJ', 'Rio de Janeiro')",Brasil
Srta. Eloá da Rosa,731.560.984-93,32,30/12/1991,"Residencial Andrade, 5
Campo Alegre
96380845 Caldeira / RJ","('ES', 'Espírito Santo')",Brasil
Dr. Mateus das Neves,579.624.831-64,42,06/02/1982,"Campo de da Cunha, 44
Guaratã
86247-920 Almeida de Marques / RR","('RJ', 'Rio de Janeiro')",Brasil
Maria Luiza Lima,146.983.527-46,30,17/03/1994,"Largo Henry Mendes
Bela Vitoria
24349336 Aragão de da Conceição / PA","('PE', 'Pernambuco')",Brasil
Bryan Castro,401.785.392-79,45,12/12/1978,"Feira Azevedo, 86
Nossa Senhora Da Aparecida
52081-624 Viana / RS","('PB', 'Paraíba')",Brasil
Ian Barros,058.143.729-23,28,11/04/1996,"Fazenda Marcela Dias, 8
Guaratã
09120-375 Borges / AC","('PA', 'Pará')",Brasil
Nicolas Novais,684.930.712-69,31,04/08/1993,"Rodovia Ribeiro, 169
São Damião
49691-345 Ferreira Grande / BA","('AC', 'Acre')",Brasil
João Carvalho,217.689.053-12,51,23/09/1973,"Vereda de Gonçalves, 54
Nova Cachoeirinha
89145-946 da Cruz / TO","('MA', 'Maranhão')",Brasil
Maysa Casa Grande,097.356.182-30,51,05/02/1973,"Sítio de Abreu, 504
Vila Da Luz
84791-637 Costela / PE","('CE', 'Ceará')",Brasil
Diogo da Rosa,960.721.458-76,25,16/03/1999,"Condomínio de Pinto, 8
Coração De Jesus
72104-588 Souza da Praia / RN","('AC', 'Acre')",Brasil
Luiz Felipe Castro,704.123.869-50,37,17/07/1987,"Área de Cirino, 53
Bonsucesso
35606-657 Vieira de Duarte / AL","('SC', 'Santa Catarina')",Brasil
Luara Fogaça,250.148.639-06,52,03/05/1972,"Recanto Esther Farias, 293
Mineirão
45925-843 Aragão do Amparo / PR","('RO', 'Rondônia')",Brasil
Dr. Murilo Ferreira,065.438.917-93,56,09/09/1968,"Ladeira de Campos, 17
Jardinópolis
96227590 Marques / SC","('CE', 'Ceará')",Brasil
Vitor Pinto,413.086.972-87,20,21/11/2003,"Vereda de Brito, 91
Independência
81307-523 Novaes de Nogueira / RO","('AP', 'Amapá')",Brasil
Aylla Fernandes,589.642.703-47,51,19/07/1973,"Morro Mendonça, 17
Baleia
25196219 Teixeira Paulista / ES","('TO', 'Tocantins')",Brasil
Kevin Vargas,490.312.765-61,28,24/07/1996,"Colônia Hadassa Borges, 49
Capitão Eduardo
70992481 Araújo da Prata / BA","('MT', 'Mato Grosso')",Brasil
Liz Leão,315.469.807-84,47,26/03/1977,"Travessa de Barbosa, 6
Capitão Eduardo
68476-137 Alves / PA","('TO', 'Tocantins')",Brasil
Sr. Rafael Mendonça,926.408.371-50,30,09/09/1994,"Condomínio de Camargo, 497
Vila Ouro Minas
74099-105 Carvalho / DF","('ES', 'Espírito Santo')",Brasil
Dra. Sarah Ribeiro,271.503.869-03,44,23/02/1980,"Ladeira de Almeida, 8
Santo Antônio
48258-944 Mendonça dos Dourados / SE","('PI', 'Piauí')",Brasil
Sr. Rodrigo Cirino,097.418.256-76,47,10/09/1977,"Recanto de da Cruz, 25
Vila Barragem Santa Lúcia
15888-981 Vasconcelos da Praia / AL","('SP', 'São Paulo')",Brasil
Isabelly Cavalcante,501.348.269-06,24,03/12/1999,"Estrada Maria Liz Moura, 5
Colégio Batista
45589135 Moreira / PI","('PR', 'Paraná')",Brasil
Lara Sampaio,685.290.431-89,48,15/04/1976,"Jardim Pires, 43
Nossa Senhora Da Aparecida
59057191 Nunes / SC","('RJ', 'Rio de Janeiro')",Brasil
Apollo Sampaio,796.530.182-21,51,10/08/1973,"Área da Conceição, 14
Boa Viagem
86142-983 Sales / AC","('MA', 'Maranhão')",Brasil
Ana Lívia da Luz,539.861.247-64,55,30/07/1969,"Avenida Rodrigues, 83
Mirtes
72238-995 Montenegro / AC","('RJ', 'Rio de Janeiro')",Brasil
Ana Beatriz Sousa,721.065.849-11,59,05/08/1965,"Praça Souza, 535
Castanheira
33770474 Cunha Verde / MS","('RO', 'Rondônia')",Brasil
Rodrigo Sales,345.019.726-61,26,05/06/1998,"Vereda Marcelo Vasconcelos, 63
Vila Vista Alegre
31750-508 Souza de Macedo / SE","('SP', 'São Paulo')",Brasil
Laura Pimenta,514.703.296-70,19,04/08/2005,"Setor Monteiro
Ambrosina
90315432 Castro do Oeste / AL","('ES', 'Espírito Santo')",Brasil
Nicolas Correia,285.716.039-95,44,24/05/1980,"Núcleo Luiz Felipe Porto, 18
Garças
46057-521 Câmara da Serra / RN","('MS', 'Mato Grosso do Sul')",Brasil
Isabelly Santos,176.094.528-58,41,18/03/1983,"Aeroporto de Albuquerque, 28
Estrela Do Oriente
08544-539 Castro / CE","('AL', 'Alagoas')",Brasil
Ana Luiza Duarte,542.036.879-00,26,17/04/1998,"Trecho de da Cruz, 581
Olaria
23343911 Melo / GO","('DF', 'Distrito Federal')",Brasil
Maria Isis Pacheco,753.129.486-91,56,08/12/1967,"Largo João Vitor Cavalcanti, 647
Vila Piratininga Venda Nova
03890327 Teixeira / AM","('SC', 'Santa Catarina')",Brasil
Enzo Gabriel da Conceição,541.032.978-32,55,23/11/1968,"Residencial Heitor Macedo, 112
Vila Minaslandia
57407682 Santos / PE","('BA', 'Bahia')",Brasil
Júlia Abreu,253.896.401-60,29,20/08/1995,"Setor Aylla Fernandes, 222
Santa Rosa
77070853 da Cruz / RN","('RN', 'Rio Grande do Norte')",Brasil
Hadassa Marques,675.210.438-71,20,04/02/2004,"Vereda Manuela Abreu, 62
Aguas Claras
83570-820 Nogueira / MG","('GO', 'Goiás')",Brasil
Nicole Silveira,041.328.975-32,23,27/11/2000,"Quadra Thiago Fogaça, 514
São Bernardo
26320613 Cirino / PE","('SE', 'Sergipe')",Brasil
Lara Peixoto,156.702.394-07,30,14/03/1994,"Viaduto Ferreira, 44
Vila Inestan
92642563 Rodrigues / DF","('PA', 'Pará')",Brasil
Theodoro Andrade,578.629.034-47,23,01/04/2001,"Rodovia Milena Almeida, 45
Mantiqueira
85428447 Almeida da Serra / MT","('CE', 'Ceará')",Brasil
Zoe Albuquerque,802.569.371-68,32,14/03/1992,"Praça Erick Silveira, 37
Vila Suzana Primeira Seção
94269-848 da Mata / BA","('PR', 'Paraná')",Brasil
Vinicius Leão,985.613.702-03,41,24/05/1983,"Vereda Letícia Sales, 60
Vila Aeroporto Jaraguá
01301762 Alves / RJ","('RO', 'Rondônia')",Brasil
Heitor Costa,529.317.684-64,45,06/01/1979,"Distrito Anthony Camargo, 3
Vila Das Oliveiras
77215651 Camargo / PA","('RJ', 'Rio de Janeiro')",Brasil
